# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403715279.66214 0.187560 0.039750 0.165951 0.818516 -0.023310 0.573848 0.013673 0.0000068564 0.0000023556 -0.0000021039 0.0000072970 -0.0000008276 0.0000080701 0.0001077018 0.0000251042 0.0000300218 0.0000913808 -0.0000055219 0.0001178792
1403715279.71214 0.192969 0.039134 0.170450 0.818524 -0.023452 0.573831 0.013659 0.0000071828 0.0000025101 -0.0000022753 0.0000078113 -0.0000008392 0.0000085639 0.0001216073 0.0000271259 0.0000345330 0.0000965462 -0.0000040026 0.0001214937
1403715279.76214 0.198340 0.038380 0.175795 0.818786 -0.023596 0.573454 0.013546 0.0000075143 0.0000026681 -0.0000024483 0.0000083508 -0.0000008533 0.0000090862 0.0001379923 0.0000293532 0.0000394336 0.0001030693 -0.0000022323 0.0001256160
1403715279.81214 0.203443 0.037279 0.181702 0.819089 -0.024084 0.573007 0.013254 0.0000078577 0.0000028315 -0.0000026238 0.0000089118 -0.0000008665 0.0000096336 0.0001572510 0.0000318075 0.0000447373 0.0001112729 -0.0000001934 0.0001303484
1403715279.86214 0.208286 0.035851 0.188222 0.819517 -0.024090 0.572397 0.013201 0.0000082011 0.0000029975 -0.0000028001 0.0000095042 -0.0000008843 0.0000102081 0.0001798405 0.0000345173 0.0000504584 0.0001215185 0.0000021335 0.0001357864
1403715279.91214 0.213188 0.034256 0.195313 0.820133 -0.024213 0.571504 0.013355 0.0000085482 0.0000031686 -0.0000029755 0.0000101238 -0.0000009056 0.0000108104 0.0002062702 0.0000375130 0.0000566002 0.0001342033 0.0000047656 0.0001420152
1403715279.96214 0.218262 0.032477 0.202510 0.821808 -0.024151 0.569088 0.013701 0.0000088762 0.0000033400 -0.0000031422 0.0000107736 -0.0000009423 0.0000114607 0.0002370770 0.0000408216 0.0000631586 0.0001497665 0.0000077176 0.0001491360
1403715280.01214 0.223470 0.030542 0.209085 0.825310 -0.024523 0.563983 0.013615 0.0000091749 0.0000035109 -0.0000032911 0.0000114422 -0.0000010005 0.0000121813 0.0002728268 0.0000444707 0.0000701249 0.0001686844 0.0000110021 0.0001572604
1403715280.06214 0.219738 0.045668 0.224564 0.829378 -0.022338 0.558053 0.014516 0.0000090433 0.0000029690 -0.0000024263 0.0000106830 0.0000003172 0.0000095467 0.0002920571 0.0000718292 0.0000648235 0.0001532871 0.0000031285 0.0001057175
1403715280.11214 0.225587 0.045705 0.231763 0.833320 -0.020649 0.552135 0.017272 0.0000092924 0.0000031129 -0.0000025612 0.0000113787 0.0000003330 0.0000100529 0.0003367128 0.0000826750 0.0000711332 0.0001689762 0.0000038228 0.0001110626
1403715280.16214 0.232619 0.045742 0.239476 0.835581 -0.018775 0.548695 0.019638 0.0000095985 0.0000032662 -0.0000026972 0.0000120673 0.0000003755 0.0000105540 0.0003869336 0.0000944383 0.0000773554 0.0001865467 0.0000043881 0.0001173157
1403715280.21214 0.232644 0.038751 0.245916 0.836277 -0.016718 0.547558 0.023283 0.0000095858 0.0000034239 -0.0000023539 0.0000119618 -0.0000005064 0.0000078838 0.0003912127 0.0000638623 0.0000712112 0.0001422327 0.0000003320 0.0001201972
1403715280.26214 0.217896 0.033422 0.256210 0.835479 -0.014095 0.548696 0.026632 0.0000088957 0.0000030209 -0.0000019599 0.0000067694 -0.0000008404 0.0000058579 0.0002389786 0.0000399712 0.0000420234 0.0000937486 0.0000020995 0.0001086213
1403715280.31214 0.214648 0.028173 0.264501 0.834432 -0.012323 0.550209 0.028993 0.0000089639 0.0000029202 -0.0000023926 0.0000046350 -0.0000013168 0.0000052812 0.0001763354 0.0000148914 0.0000241387 0.0000827828 -0.0000004922 0.0001076856
1403715280.36214 0.217708 0.029320 0.275742 0.832859 -0.010315 0.552496 0.031430 0.0000089409 0.0000027317 -0.0000021591 0.0000045405 -0.0000011340 0.0000031762 0.0001740531 0.0000174193 0.0000349517 0.0000835508 -0.0000034113 0.0001132847
1403715280.41214 0.223900 0.030087 0.285515 0.831180 -0.010107 0.554858 0.034205 0.0000068617 0.0000021784 -0.0000014967 0.0000041362 -0.0000009489 0.0000025106 0.0001276640 0.0000114535 0.0000339052 0.0000538717 -0.0000038978 0.0000804950
1403715280.46214 0.227751 0.032896 0.294832 0.830208 -0.012781 0.556263 0.034102 0.0000067024 0.0000018744 -0.0000012119 0.0000034956 -0.0000005790 0.0000022753 0.0001153198 0.0000141498 0.0000352872 0.0000554800 -0.0000029710 0.0000853404
1403715280.51214 0.237252 0.035525 0.304107 0.828902 -0.019384 0.558072 0.033168 0.0000069247 0.0000018592 -0.0000011968 0.0000034761 -0.0000005463 0.0000022007 0.0001157922 0.0000147230 0.0000402354 0.0000566761 -0.0000020650 0.0000923765
1403715280.56214 0.242554 0.038455 0.312048 0.827502 -0.026612 0.559855 0.033090 0.0000070881 0.0000017624 -0.0000012140 0.0000034125 -0.0000005111 0.0000021844 0.0001158244 0.0000141465 0.0000452237 0.0000575293 -0.0000008661 0.0000990651
1403715280.61214 0.252158 0.042165 0.319552 0.825945 -0.035400 0.561584 0.034440 0.0000073128 0.0000017110 -0.0000012100 0.0000034021 -0.0000004551 0.0000021732 0.0001178942 0.0000143290 0.0000505203 0.0000592919 0.0000008147 0.0001043576
1403715280.66214 0.263640 0.045482 0.328385 0.824605 -0.044630 0.562631 0.038489 0.0000075959 0.0000017598 -0.0000012276 0.0000034943 -0.0000004125 0.0000021813 0.0001247264 0.0000158010 0.0000562440 0.0000609764 0.0000026719 0.0001084980
1403715280.71214 0.276940 0.048362 0.337281 0.823214 -0.054988 0.563418 0.043065 0.0000078776 0.0000017917 -0.0000012432 0.0000035493 -0.0000003232 0.0000021825 0.0001278944 0.0000197613 0.0000584018 0.0000618401 0.0000061136 0.0001133382
1403715280.76214 0.290603 0.050916 0.345958 0.822173 -0.065618 0.563334 0.048789 0.0000081191 0.0000018324 -0.0000012585 0.0000035952 -0.0000002529 0.0000022159 0.0001333195 0.0000235058 0.0000628706 0.0000628190 0.0000090435 0.0001179122
1403715280.81214 0.302715 0.054055 0.354198 0.821351 -0.076551 0.562587 0.054935 0.0000083615 0.0000018908 -0.0000012916 0.0000036409 -0.0000002102 0.0000022715 0.0001424180 0.0000269200 0.0000691173 0.0000639427 0.0000116381 0.0001192819
1403715280.86214 0.313897 0.057304 0.360573 0.819738 -0.087146 0.562689 0.061778 0.0000086093 0.0000018659 -0.0000012917 0.0000035969 -0.0000001349 0.0000023040 0.0001453842 0.0000316188 0.0000757211 0.0000652809 0.0000138640 0.0001252030
1403715280.91214 0.325575 0.060699 0.366099 0.818361 -0.096819 0.562349 0.068380 0.0000088712 0.0000019169 -0.0000013097 0.0000036408 -0.0000001149 0.0000023561 0.0001584700 0.0000338034 0.0000839200 0.0000672433 0.0000147212 0.0001289464
1403715280.96214 0.334017 0.064533 0.369723 0.816950 -0.104639 0.562295 0.073949 0.0000090350 0.0000018680 -0.0000012814 0.0000036326 -0.0000000527 0.0000023732 0.0001676436 0.0000364547 0.0000901192 0.0000695514 0.0000164580 0.0001327510
1403715281.01214 0.344818 0.068108 0.374603 0.815713 -0.112068 0.562040 0.078511 0.0000092430 0.0000018199 -0.0000012792 0.0000036110 0.0000000020 0.0000023923 0.0001757379 0.0000399666 0.0000956420 0.0000719742 0.0000186540 0.0001369763
1403715281.06214 0.358001 0.071729 0.379384 0.815072 -0.118213 0.560996 0.083464 0.0000093259 0.0000017487 -0.0000012630 0.0000036004 0.0000000572 0.0000024137 0.0001859694 0.0000430292 0.0001023728 0.0000744835 0.0000207300 0.0001407716
1403715281.11214 0.372252 0.076224 0.387665 0.814116 -0.123548 0.560658 0.087259 0.0000095719 0.0000017561 -0.0000013145 0.0000036026 0.0000000759 0.0000024542 0.0001981182 0.0000467781 0.0001088336 0.0000763001 0.0000225945 0.0001441383
1403715281.16214 0.385147 0.078274 0.391200 0.813126 -0.127781 0.560617 0.090592 0.0000096841 0.0000016962 -0.0000013402 0.0000035469 0.0000001079 0.0000024755 0.0002101445 0.0000513640 0.0001166803 0.0000768368 0.0000238001 0.0001477976
1403715281.21214 0.397246 0.083144 0.396071 0.812451 -0.131668 0.560183 0.093717 0.0000098892 0.0000016839 -0.0000013660 0.0000035626 0.0000001369 0.0000025119 0.0002254989 0.0000556689 0.0001251036 0.0000794293 0.0000259057 0.0001518998
1403715281.26214 0.409592 0.084516 0.399881 0.811807 -0.136348 0.559575 0.096198 0.0000100400 0.0000016846 -0.0000014521 0.0000035081 0.0000001442 0.0000025589 0.0002385998 0.0000624816 0.0001313596 0.0000798917 0.0000301352 0.0001550688
1403715281.31214 0.422194 0.087039 0.404655 0.811421 -0.141513 0.558279 0.099471 0.0000102963 0.0000016917 -0.0000015325 0.0000035114 0.0000001479 0.0000026263 0.0002542291 0.0000680395 0.0001372569 0.0000830854 0.0000337976 0.0001560066
1403715281.36214 0.433175 0.089181 0.406148 0.810952 -0.147457 0.556743 0.103203 0.0000104811 0.0000016721 -0.0000015453 0.0000035250 0.0000001884 0.0000026577 0.0002756623 0.0000737337 0.0001486139 0.0000861333 0.0000364528 0.0001616356
1403715281.41214 0.444398 0.090741 0.407725 0.810402 -0.153643 0.555057 0.107489 0.0000107319 0.0000016828 -0.0000016187 0.0000035258 0.0000001929 0.0000027111 0.0002957994 0.0000798402 0.0001574202 0.0000892785 0.0000399515 0.0001649197
1403715281.46214 0.455845 0.092909 0.408915 0.809094 -0.160563 0.553897 0.113069 0.0000110135 0.0000017045 -0.0000016715 0.0000035515 0.0000002102 0.0000027829 0.0003188733 0.0000861652 0.0001672569 0.0000933482 0.0000433673 0.0001685134
1403715281.51214 0.465205 0.093479 0.408566 0.807480 -0.168558 0.552606 0.119124 0.0000112735 0.0000016782 -0.0000017182 0.0000035135 0.0000002278 0.0000027863 0.0003395901 0.0000919444 0.0001761115 0.0000960666 0.0000464152 0.0001726586
1403715281.56214 0.476701 0.094639 0.409382 0.805844 -0.177230 0.550691 0.126272 0.0000115219 0.0000016875 -0.0000017498 0.0000025999 -0.0000001656 0.0000019494 0.0003183180 0.0000886307 0.0001500039 0.0000964773 0.0000416930 0.0001477457
1403715281.61214 0.488260 0.096629 0.409105 0.803561 -0.187033 0.549005 0.133802 0.0000101563 0.0000014391 -0.0000015479 0.0000025732 -0.0000001070 0.0000019210 0.0003338501 0.0000874344 0.0001561511 0.0000901761 0.0000417377 0.0001511267
1403715281.66214 0.500567 0.098292 0.408515 0.800897 -0.198012 0.547129 0.141438 0.0000104183 0.0000014311 -0.0000015835 0.0000025981 -0.0000000767 0.0000019465 0.0003583355 0.0000930182 0.0001666477 0.0000934892 0.0000448566 0.0001569389
1403715281.71214 0.511067 0.097706 0.406103 0.798096 -0.209362 0.544774 0.149771 0.0000106694 0.0000014270 -0.0000016365 0.0000026213 -0.0000000515 0.0000019710 0.0003829892 0.0000970679 0.0001764007 0.0000955209 0.0000466874 0.0001620487
1403715281.76214 0.515571 0.096322 0.398726 0.795021 -0.221411 0.542227 0.157828 0.0000108771 0.0000013835 -0.0000017009 0.0000025940 -0.0000000471 0.0000020015 0.0003774693 0.0000934591 0.0001609147 0.0000963688 0.0000422441 0.0001463628
1403715281.81214 0.516924 0.090671 0.389936 0.791728 -0.233703 0.539517 0.165743 0.0000110460 0.0000013249 -0.0000018033 0.0000025511 -0.0000000477 0.0000020068 0.0003791995 0.0000895684 0.0001537362 0.0000946165 0.0000391988 0.0001393971
1403715281.86214 0.533273 0.092865 0.390433 0.787765 -0.246072 0.537089 0.174387 0.0000112124 0.0000012647 -0.0000018992 0.0000025248 -0.0000000369 0.0000020112 0.0003891256 0.0000861475 0.0001531606 0.0000926106 0.0000373573 0.0001380097
1403715281.91214 0.538483 0.091901 0.382526 0.783949 -0.258100 0.534103 0.183146 0.0000095270 0.0000010118 -0.0000016584 0.0000024796 -0.0000000023 0.0000019809 0.0003782655 0.0000743574 0.0001370294 0.0000838154 0.0000307995 0.0001254541
1403715281.96214 0.546878 0.091828 0.376104 0.779791 -0.270248 0.531368 0.191157 0.0000097470 0.0000009742 -0.0000017155 0.0000024575 -0.0000000001 0.0000020041 0.0003771843 0.0000721410 0.0001265626 0.0000863810 0.0000288822 0.0001171109
1403715282.01214 0.558478 0.091346 0.371262 0.775567 -0.282311 0.528472 0.198779 0.0000098992 0.0000009414 -0.0000018250 0.0000024653 0.0000000167 0.0000019970 0.0003902144 0.0000651887 0.0001258416 0.0000824503 0.0000251439 0.0001158816
1403715282.06214 0.557684 0.088049 0.358455 0.771037 -0.293972 0.525915 0.206147 0.0000081437 0.0000006797 -0.0000015779 0.0000023810 0.0000000007 0.0000019029 0.0003443738 0.0000430644 0.0000917089 0.0000722761 0.0000143278 0.0000957660
1403715282.11214 0.572419 0.088592 0.353697 0.766859 -0.304159 0.522743 0.214838 0.0000083392 0.0000006988 -0.0000016087 0.0000024228 0.0000000316 0.0000019417 0.0003732924 0.0000449891 0.0000977429 0.0000760442 0.0000155682 0.0000981564
1403715282.16214 0.586390 0.088997 0.348088 0.762522 -0.315020 0.519721 0.221839 0.0000085327 0.0000006882 -0.0000016551 0.0000023906 0.0000000403 0.0000019786 0.0003823158 0.0000471790 0.0000934769 0.0000797484 0.0000169351 0.0000956914
1403715282.21214 0.587621 0.085910 0.336433 0.757852 -0.324856 0.517111 0.229620 0.0000086709 0.0000006623 -0.0000017458 0.0000022534 -0.0000000428 0.0000019232 0.0003303555 0.0000359960 0.0000615340 0.0000780826 0.0000120972 0.0000809888
1403715282.26214 0.595804 0.086972 0.327995 0.753398 -0.335168 0.513721 0.236947 0.0000084627 0.0000005915 -0.0000017301 0.0000021548 -0.0000000394 0.0000019210 0.0003204142 0.0000359628 0.0000506909 0.0000787005 0.0000128002 0.0000769922
1403715282.31214 0.613860 0.086256 0.323043 0.749009 -0.345339 0.510066 0.244047 0.0000086447 0.0000005749 -0.0000017836 0.0000020835 -0.0000000382 0.0000019507 0.0003209956 0.0000395558 0.0000442076 0.0000818871 0.0000146566 0.0000752142
1403715282.36214 0.627078 0.084896 0.316139 0.744323 -0.355315 0.506527 0.251326 0.0000088005 0.0000005590 -0.0000018751 0.0000020924 -0.0000000484 0.0000019345 0.0003207927 0.0000303827 0.0000359262 0.0000816180 0.0000119201 0.0000726836
1403715282.41214 0.643731 0.083930 0.310220 0.740452 -0.364330 0.501651 0.259501 0.0000089313 0.0000005471 -0.0000019869 0.0000020482 -0.0000000934 0.0000019172 0.0003048954 0.0000207278 0.0000227898 0.0000817346 0.0000094037 0.0000690396
1403715282.46214 0.664711 0.085057 0.305221 0.735486 -0.374650 0.497940 0.265996 0.0000090824 0.0000005075 -0.0000020795 0.0000020403 -0.0000001034 0.0000019209 0.0003066123 0.0000130321 0.0000152295 0.0000836633 0.0000079532 0.0000676099
1403715282.51214 0.682640 0.084425 0.298903 0.730226 -0.383947 0.494615 0.273333 0.0000092415 0.0000004981 -0.0000021634 0.0000020510 -0.0000001081 0.0000019075 0.0003133409 0.0000034613 0.0000084637 0.0000837844 0.0000060067 0.0000666245
1403715282.56214 0.700340 0.083383 0.292050 0.724939 -0.393338 0.491144 0.280227 0.0000094366 0.0000005019 -0.0000022174 0.0000020642 -0.0000000998 0.0000019189 0.0003284647 -0.0000015007 0.0000039317 0.0000875847 0.0000058227 0.0000666612
1403715282.61214 0.721405 0.079045 0.285893 0.719095 -0.401854 0.488681 0.287414 0.0000096334 0.0000005547 -0.0000022597 0.0000019394 -0.0000000310 0.0000019135 0.0003442348 0.0000038603 -0.0000004220 0.0000765956 0.0000073324 0.0000670627
1403715282.66214 0.741971 0.077256 0.279524 0.712872 -0.410658 0.486681 0.293795 0.0000098207 0.0000005544 -0.0000023123 0.0000018993 0.0000000022 0.0000019094 0.0003627878 0.0000010629 -0.0000054338 0.0000720109 0.0000076739 0.0000674632
1403715282.71214 0.761877 0.076476 0.272629 0.706341 -0.419775 0.484762 0.299794 0.0000100361 0.0000005380 -0.0000023431 0.0000018900 0.0000000263 0.0000019289 0.0003853461 -0.0000014026 -0.0000103789 0.0000742686 0.0000084560 0.0000681021
1403715282.76214 0.781970 0.075906 0.265300 0.699761 -0.429002 0.483174 0.304689 0.0000102533 0.0000005027 -0.0000023761 0.0000018857 0.0000000511 0.0000019496 0.0004100805 -0.0000046294 -0.0000157369 0.0000773780 0.0000091895 0.0000688782
1403715282.81214 0.802253 0.073942 0.257506 0.693650 -0.438489 0.480586 0.309216 0.0000104613 0.0000004704 -0.0000024329 0.0000018584 0.0000000867 0.0000019719 0.0004365187 -0.0000074899 -0.0000216010 0.0000770490 0.0000099823 0.0000697998
1403715282.86214 0.823296 0.071350 0.249963 0.687569 -0.446682 0.477808 0.315315 0.0000106202 0.0000004595 -0.0000024771 0.0000018181 0.0000001006 0.0000019980 0.0004637425 -0.0000102639 -0.0000280947 0.0000774201 0.0000109296 0.0000708646
1403715282.91214 0.843089 0.066631 0.242198 0.681166 -0.454506 0.475226 0.321865 0.0000108113 0.0000004394 -0.0000025253 0.0000017813 0.0000001289 0.0000019901 0.0004930627 -0.0000145426 -0.0000351765 0.0000747556 0.0000116673 0.0000720757
1403715282.96214 0.863290 0.065917 0.234484 0.674911 -0.462947 0.472086 0.327582 0.0000110069 0.0000004126 -0.0000025820 0.0000017723 0.0000001392 0.0000020090 0.0005248429 -0.0000201579 -0.0000427452 0.0000772395 0.0000126386 0.0000734863
1403715283.01214 0.883703 0.065632 0.226762 0.668159 -0.471341 0.469370 0.333308 0.0000111620 0.0000004264 -0.0000026087 0.0000017094 0.0000001530 0.0000020299 0.0005563211 -0.0000216257 -0.0000502739 0.0000746504 0.0000134971 0.0000749709
1403715283.06214 0.904712 0.063874 0.219054 0.661056 -0.479957 0.466968 0.338508 0.0000113550 0.0000004206 -0.0000026400 0.0000016508 0.0000001612 0.0000020495 0.0005877946 -0.0000231371 -0.0000579905 0.0000734227 0.0000143235 0.0000765620
1403715283.11214 0.924185 0.063816 0.211457 0.653986 -0.488726 0.464506 0.343050 0.0000115731 0.0000003631 -0.0000026890 0.0000016025 0.0000001830 0.0000020728 0.0006219689 -0.0000261212 -0.0000665604 0.0000741177 0.0000154394 0.0000783911
1403715283.16214 0.945100 0.061377 0.203804 0.646516 -0.497524 0.462609 0.347102 0.0000117885 0.0000002755 -0.0000027353 0.0000015492 0.0000002079 0.0000020848 0.0006564905 -0.0000290875 -0.0000755526 0.0000743451 0.0000165456 0.0000803819
1403715283.21214 0.962140 0.062551 0.196739 0.638997 -0.505884 0.460617 0.351562 0.0000119996 0.0000001903 -0.0000027808 0.0000014848 0.0000002271 0.0000021054 0.0006905798 -0.0000311589 -0.0000848023 0.0000749715 0.0000176501 0.0000825197
1403715283.26214 0.981327 0.062335 0.189505 0.632141 -0.513557 0.457852 0.356411 0.0000121571 0.0000001841 -0.0000027986 0.0000014396 0.0000002157 0.0000021115 0.0007211691 -0.0000329638 -0.0000932392 0.0000761583 0.0000186264 0.0000845553
1403715283.31214 1.000159 0.062142 0.182135 0.625242 -0.521533 0.455133 0.360458 0.0000122887 0.0000001766 -0.0000028292 0.0000013625 0.0000001908 0.0000021162 0.0007395160 -0.0000307694 -0.0000993506 0.0000749414 0.0000188426 0.0000861929
1403715283.36214 1.015589 0.053554 0.174374 0.618583 -0.528205 0.452608 0.365377 0.0000124160 0.0000001533 -0.0000029222 0.0000013483 0.0000001868 0.0000020957 0.0007770746 -0.0000355922 -0.0001098293 0.0000710397 0.0000196196 0.0000887173
1403715283.41214 1.032202 0.053158 0.166978 0.613224 -0.535740 0.447982 0.369121 0.0000126013 0.0000001033 -0.0000030255 0.0000012926 0.0000001798 0.0000021203 0.0007995220 -0.0000371472 -0.0001174907 0.0000711344 0.0000204408 0.0000908279
1403715283.46214 1.047551 0.054630 0.159681 0.608380 -0.543122 0.442936 0.372426 0.0000127848 0.0000000839 -0.0000031497 0.0000012681 0.0000001633 0.0000021581 0.0008290320 -0.0000424468 -0.0001267938 0.0000736067 0.0000220370 0.0000933553
1403715283.51214 1.065539 0.054541 0.151947 0.604530 -0.549540 0.436763 0.376548 0.0000128453 0.0000001642 -0.0000032230 0.0000012206 0.0000001130 0.0000021821 0.0008383286 -0.0000406079 -0.0001314993 0.0000737525 0.0000220687 0.0000948989
1403715283.56214 1.083115 0.052917 0.144457 0.600989 -0.555543 0.430420 0.380687 0.0000129403 0.0000002394 -0.0000033425 0.0000011558 0.0000000491 0.0000021975 0.0008260947 -0.0000348750 -0.0001316762 0.0000711116 0.0000210575 0.0000954948
